강남구청장 “서울 코로나 상황 긴박한데 오세훈 방역현장에서 안 보여”,http://www.segye.com/content/html/2021/07/15/20210715503737.html?OutUrl=naver
"美 LA, 한달 새 코로나 확진자 6배로…병원은 또다시 환자 넘쳐",http://yna.kr/AKR20210715007500091?did=1195m
"한은, 기준금리 0.50% '동결'…코로나 4차 대유행에 불확실성↑",https://www.hankyung.com/economy/article/2021071521266
'좌식에서 입식으로'…코로나19로 바뀌는 장례식장,http://www.newsis.com/view/?id=NISX20210715_0001514802&cID=10201&pID=10200
코로나19 확산에 보령머드축제 오프라인 행사 대폭 축소,http://yna.kr/AKR20210715076300063?did=1195m
부산 신세계백화점 센텀시티점 직원 코로나 확진,https://biz.chosun.com/topics/topics_social/2021/07/15/OS7JUG3NKVGCTHLUUZEAEQOG5U/?utm_source=naver&utm_medium=original&utm_campaign=biz
"대전시, 코로나19 변이 바이러스 직접 선별",http://www.newsis.com/view/?id=NISX20210715_0001514378&cID=10807&pID=10800
코로나에 작년 외국인 유출·내국인 유입 '역대 최대',http://yna.kr/AKR20210715094100002?did=1195m
"KBO, '코로나19 방역수칙 위반' NC다이노스 선수들 상벌위원회 회부",https://view.asiae.co.kr/article/2021071517510476619
"[게시판] 예탁원, 코로나 확산에 신입직원 공채 일정 연기",http://yna.kr/AKR20210715117800002?did=1195m
대전서 코로나19 변이 감염 사례 총 73명…델타 14명,http://yna.kr/AKR20210715159100063?did=1195m
"경남제약, 래피젠 코로나19 자가검사키트 판매 계약",http://yna.kr/AKR20210715154500017?did=1195m
"靑 행정관 1명, 코로나 확진 판정…靑소속으론 첫 사례(종합)",http://yna.kr/AKR20210714101651001?did=1195m
"[속보] 올해 예비군 훈련 미실시 軍 ""코로나 상황 고려""",http://www.fnnews.com/news/202107131728136946
오후 6시까지 1192명 코로나 확진…어제보다 71명 감소,https://www.chosun.com/national/national_general/2021/07/15/5UIGJYRHMNDCTMWON3EUCS5NUE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"하나은행, 모바일 앱에서 코로나19 백신 정보 제공",https://www.news1.kr/articles/?4372220
[종합] 오후 6시 기준 코로나19 신규 확진자 1192명... 전날보다 71명 줄어,http://www.getnews.co.kr/news/articleView.html?idxno=540321
"차지연, 코로나 완치 판정…뮤지컬 출연 재개",http://www.newsis.com/view/?id=NISX20210715_0001513667&cID=10701&pID=10700
"청와대도 뚫렸다…“행정관 1명, 코로나 확진”",https://www.donga.com/news/article/all/20210714/107950597/1
부산 8개 학교서 학생·교직원 등 8명 코로나19 확진,http://www.newsis.com/view/?id=NISX20210714_0001513163&cID=10811&pID=10800
"삼성전자, 2주간 코로나 특별방역기간…저녁 법인카드 사용 제한",http://yna.kr/AKR20210715158700003?did=1195m
"[단독]김요한, 코로나19 확진→'리더의 연애' 김구라‧박명수‧한혜진 코로나19 검사",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=431722
성남FC 코로나19 확진 선수 4명 늘어…총 15명 감염,http://yna.kr/AKR20210715098000007?did=1195m
[속보]코로나19 신규 확진자 1600명…이틀 연속 1600명대 기록,http://www.edaily.co.kr/news/newspath.asp?newsid=01725286629114848
코로나19 음성확인서 무인발급기,https://www.news1.kr/photos/view/?4874511
"코로나 비상 걸린 여의도… ""증권사 전직원 코로나 선제 검사""",http://moneys.mt.co.kr/news/mwView.php?no=2021071512128074851
코로나19 신규확진 1600명… 전날 이어 두번째 규모,https://www.donga.com/news/article/all/20210715/107963451/1
"LX인터내셔널, 인도네시아 코로나19 재확산 방지 노력 동참",http://sports.chosun.com/news/ntype.htm?id=202107150100119970007610&servicedate=20210715
"커피의 또다른 효능? ""항산·항염 성분이 코로나 감염 줄여""",http://yna.kr/AKR20210714129700009?did=1195m
코로나19 이전보다 증가한 국내선 여행객,http://yna.kr/PYH20210715149300013?did=1196m
靑 행정관 1명 코로나19 확진…직원 중 확진 첫 사례(종합),http://www.newsis.com/view/?id=NISX20210714_0001512823&cID=10301&pID=10300
국회 코로나19 전수검사,http://www.newsis.com/view/?id=NISI20210715_0017672246
"한은, 기준금리 동결… ""코로나19 불확실성 감안해 완화기조 유지""(종합)",http://moneys.mt.co.kr/news/mwView.php?no=2021071511308098517
"시진핑, '코로나19 대응' APEC 화상 정상회의 참석",http://yna.kr/AKR20210715108900083?did=1195m
"NC 코로나19 논란에 선수협 ""프로야구 선수 대표해 사죄""",http://yna.kr/AKR20210715121300007?did=1195m
"文, 청해부대 코로나 확진 사태에 ""의료인력 신속 투입""",https://www.sedaily.com/NewsView/22OX7XEBE5
"작년 인권위 진정 8.2% 감소…""코로나로 대면접촉 줄면서""",http://yna.kr/AKR20210714149400004?did=1195m
"인구 4500만 아르헨티나, 코로나로 10만명 사망",https://biz.chosun.com/international/international_general/2021/07/15/E3ZDPQ7B4VDKFNZUOBXIOHFPTE/?utm_source=naver&utm_medium=original&utm_campaign=biz
"경남제약, 래피젠과 코로나 자가검사키트 판매 계약",http://www.newsis.com/view/?id=NISX20210715_0001514000&cID=10434&pID=13100
[속보] 문무대왕함 근무 장병 6명 코로나19 확진,http://news.kmib.co.kr/article/view.asp?arcid=0016056735&code=61111911&cp=nv
“비수도권 본격 확산”...코로나19 신규 확진 1600명(종합),https://www.seoul.co.kr/news/newsView.php?id=20210715500024&wlog_tag3=naver
